resource,candidate_1,candidate_2,reason_uncertain,recommended_validation
gChristmasGreenTreasureChestFrontTex.rgb5a1.png,METAL,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_002D38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_002E38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_003038,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_003238,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_003A38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_003C38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_004438,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_004C38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_005438,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_amTex_005478,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gCuccoLadyShirtButtonTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gCuccoLadySkirtTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gCuccoLadySleeveTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gCuccoLadyTex_0388,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gCuccoLadyWaistTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gRoofManThighGradientTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gRoofManTrouserPatternTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_aniTex_0011D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gDogLadyDressShoulderPatternTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gDogLadyDressTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gDogLadyNostrilTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000308,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000348,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000388,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000488,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_0004C8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000CC8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000DC8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000E08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bba_Tex_000F08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_00140,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_007A0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_00E00,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_01460,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_01AC0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_02120,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_02780,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_02DE0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_03498,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_03BB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_043B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_06748,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_06B48,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_07348,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_08D10,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_09D10,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_0A510,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_0B510,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_0BD10,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gJabuObjectsTex_0C510,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gBossDoorFireTex,LAVA,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
gBossDoorWaterTex,WATER,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
gChuGirlSweaterTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_005B90,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_005D90,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_005E90,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006290,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006310,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006390,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006590,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006790,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bigokuta_Tex_006890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gBirdTailTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gBirdWingTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0002FC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_00033C,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_00037C,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_00047C,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0004BC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0004FC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0005FC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0009FC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_000DFC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_0011FC,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_003908,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_003988,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_bji_Tex_003A08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gBiriInnerHoodTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gBiriOuterHoodTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_008090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_008890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_009090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_009890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00A090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00A890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00B090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00B890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00C090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00C890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00D090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00D890,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
object_blkobjTex_00E090,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
