id,future_i18n_key,english,spanish
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L661,ENHANCEMENTS.GAMEPLAY.BETTERAMMORENDERING,BetterAmmoRendering,BetterAmmoRendering
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L666,ENHANCEMENTS.GAMEPLAY.TIMEFLOWFILESELECT,TimeFlowFileSelect,TimeFlowFileSelect
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L679,ENHANCEMENTS.GAMEPLAY.REMOVESPINATTACKDARKNESS,RemoveSpinAttackDarkness,RemoveSpinAttackDarkness
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L684,ENHANCEMENTS.GAMEPLAY.DISABLEDRAWDISTANCE,DisableDrawDistance,DisableDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L687,ENHANCEMENTS.GAMEPLAY.DISABLEDRAWDISTANCE,DisableDrawDistance,DisableDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L688,ENHANCEMENTS.GAMEPLAY.DISABLEKOKIRIDRAWDISTANCE,DisableKokiriDrawDistance,DisableKokiriDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L694,ENHANCEMENTS.GAMEPLAY.DISABLEKOKIRIDRAWDISTANCE,DisableKokiriDrawDistance,DisableKokiriDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L697,ENHANCEMENTS.GAMEPLAY.DISABLEDRAWDISTANCE,DisableDrawDistance,DisableDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L702,ENHANCEMENTS.GAMEPLAY.WIDESCREENACTORCULLING,WidescreenActorCulling,WidescreenActorCulling
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L706,ENHANCEMENTS.GAMEPLAY.EXTENDEDCULLINGEXCLUDEGLITCHACTORS,ExtendedCullingExcludeGlitchActors,ExtendedCullingExcludeGlitchActors
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L708,ENHANCEMENTS.GAMEPLAY.WIDESCREENACTORCULLING,WidescreenActorCulling,WidescreenActorCulling
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L709,ENHANCEMENTS.GAMEPLAY.DISABLEDRAWDISTANCE,DisableDrawDistance,DisableDrawDistance
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L725,ENHANCEMENTS.GAMEPLAY.ITEMS,Items,Items
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L726,ENHANCEMENTS.GAMEPLAY.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L729,ENHANCEMENTS.GAMEPLAY.EQUIPMENT,Equipment,Equipamiento
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L731,ENHANCEMENTS.GAMEPLAY.DPADEQUIPS,DpadEquips,DpadEquips
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L736,ENHANCEMENTS.GAMEPLAY.ASSIGNABLETUNICSANDBOOTS,AssignableTunicsAndBoots,AssignableTunicsAndBoots
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L741,ENHANCEMENTS.GAMEPLAY.EQUIPMENTCANBEREMOVED,EquipmentCanBeRemoved,EquipmentCanBeRemoved
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L745,ENHANCEMENTS.GAMEPLAY.TOGGLESTRENGTH,ToggleStrength,ToggleStrength
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L747,ENHANCEMENTS.GAMEPLAY.TOGGLESTRENGTH,ToggleStrength,ToggleStrength
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L748,ENHANCEMENTS.GAMEPLAY.STRENGTHDISABLED,StrengthDisabled,StrengthDisabled
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L756,ENHANCEMENTS.GAMEPLAY.SWORDTOGGLE,SwordToggle,SwordToggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L758,ENHANCEMENTS.GAMEPLAY.EQUIPMENTCANBEREMOVED,EquipmentCanBeRemoved,EquipmentCanBeRemoved
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L769,ENHANCEMENTS.GAMEPLAY.ASKTOEQUIP,AskToEquip,AskToEquip
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L772,ENHANCEMENTS.GAMEPLAY.OCARINA,Ocarina,Ocarina
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L774,ENHANCEMENTS.GAMEPLAY.DPADNODROPOCARINAINPUT,DpadNoDropOcarinaInput,DpadNoDropOcarinaInput
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L777,ENHANCEMENTS.GAMEPLAY.FASTOCARINAPLAYBACK,FastOcarinaPlayback,FastOcarinaPlayback
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L780,ENHANCEMENTS.GAMEPLAY.TIMETRAVEL,TimeTravel,TimeTravel
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L786,ENHANCEMENTS.GAMEPLAY.REQUIREMENTS_N,Requirements:\n,Requirements:\n
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L793,ENHANCEMENTS.GAMEPLAY.MASKS,Masks,Masks
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L795,ENHANCEMENTS.GAMEPLAY.MMBUNNYHOOD,MMBunnyHood,MMBunnyHood
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L803,ENHANCEMENTS.GAMEPLAY.ADULTMASKS,AdultMasks,AdultMasks
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L806,ENHANCEMENTS.GAMEPLAY.PERSISTENTMASKS,PersistentMasks,PersistentMasks
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L815,ENHANCEMENTS.GAMEPLAY.HIDEBUNNYHOOD,HideBunnyHood,HideBunnyHood
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L818,ENHANCEMENTS.GAMEPLAY.MASKSELECT,MaskSelect,MaskSelect
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L824,ENHANCEMENTS.GAMEPLAY.EXPLOSIVES,Explosives,Explosives
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L826,ENHANCEMENTS.GAMEPLAY.NUTSEXPLODEBOMBS,NutsExplodeBombs,NutsExplodeBombs
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L830,ENHANCEMENTS.GAMEPLAY.REMOVEEXPLOSIVELIMIT,RemoveExplosiveLimit,RemoveExplosiveLimit
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L833,ENHANCEMENTS.GAMEPLAY.STATICEXPLOSIONRADIUS,StaticExplosionRadius,StaticExplosionRadius
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L838,ENHANCEMENTS.GAMEPLAY.DISABLEFIRSTPERSONCHUS,DisableFirstPersonChus,DisableFirstPersonChus
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L842,ENHANCEMENTS.GAMEPLAY.BETTERBOMBCHUSHOPPING,BetterBombchuShopping,BetterBombchuShopping
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L853,ENHANCEMENTS.GAMEPLAY.SEPARATEARROWS,SeparateArrows,SeparateArrows
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L858,ENHANCEMENTS.GAMEPLAY.SKIPARROWANIMATION,SkipArrowAnimation,SkipArrowAnimation
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L861,ENHANCEMENTS.GAMEPLAY.BLUEFIREARROWS,BlueFireArrows,BlueFireArrows
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L871,ENHANCEMENTS.GAMEPLAY.SUNLIGHTARROWS,SunlightArrows,SunlightArrows
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L881,ENHANCEMENTS.GAMEPLAY.BOWSLINGSHOTAMMOFIX,BowSlingshotAmmoFix,BowSlingshotAmmoFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L886,ENHANCEMENTS.GAMEPLAY.BOWRETICLE,BowReticle,BowReticle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L891,ENHANCEMENTS.GAMEPLAY.HOOKSHOT,Hookshot,Gancho
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L893,ENHANCEMENTS.GAMEPLAY.HOOKSHOTABLERETICLE,HookshotableReticle,HookshotableReticle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L897,ENHANCEMENTS.GAMEPLAY.BOOMERANG,Boomerang,Búmeran
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L899,ENHANCEMENTS.GAMEPLAY.FASTBOOMERANG,FastBoomerang,FastBoomerang
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L903,ENHANCEMENTS.GAMEPLAY.BOOMERANGFIRSTPERSON,BoomerangFirstPerson,BoomerangFirstPerson
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L905,ENHANCEMENTS.GAMEPLAY.BOOMERANGFIRSTPERSON,BoomerangFirstPerson,BoomerangFirstPerson
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L906,ENHANCEMENTS.GAMEPLAY.BOOMERANGRETICLE,BoomerangReticle,BoomerangReticle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L912,ENHANCEMENTS.GAMEPLAY.BOOMERANGRETICLE,BoomerangReticle,BoomerangReticle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L913,ENHANCEMENTS.GAMEPLAY.BOOMERANGFIRSTPERSON,BoomerangFirstPerson,BoomerangFirstPerson
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L918,ENHANCEMENTS.GAMEPLAY.BETTERFARORE,BetterFarore,BetterFarore
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L923,ENHANCEMENTS.GAMEPLAY.FASTFARORES,FastFarores,FastFarores
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L926,ENHANCEMENTS.GAMEPLAY.BOTTLES,Bottles,Bottles
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L928,ENHANCEMENTS.GAMEPLAY.REBOTTLEBLUEFIRE,RebottleBlueFire,RebottleBlueFire
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L932,ENHANCEMENTS.GAMEPLAY.FIXES,Fixes,Fixes
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L933,ENHANCEMENTS.GAMEPLAY.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L937,ENHANCEMENTS.GAMEPLAY.GRAVEDIGGINGTOURFIX,GravediggingTourFix,GravediggingTourFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L945,ENHANCEMENTS.GAMEPLAY.FIXDAMPEGOINGBACKWARDS,FixDampeGoingBackwards,FixDampeGoingBackwards
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L949,ENHANCEMENTS.GAMEPLAY.FIXFLOORSWITCHES,FixFloorSwitches,FixFloorSwitches
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L954,ENHANCEMENTS.GAMEPLAY.FIXZORAHINTDIALOGUE,FixZoraHintDialogue,FixZoraHintDialogue
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L959,ENHANCEMENTS.GAMEPLAY.FIXVINEFALL,FixVineFall,FixVineFall
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L963,ENHANCEMENTS.GAMEPLAY.BUSHDROPFIX,BushDropFix,BushDropFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L967,ENHANCEMENTS.GAMEPLAY.ENEMYSPAWNSOVERWATERBOXES,EnemySpawnsOverWaterboxes,EnemySpawnsOverWaterboxes
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L972,ENHANCEMENTS.GAMEPLAY.FIXSAWSOFTLOCK,FixSawSoftlock,FixSawSoftlock
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L974,ENHANCEMENTS.GAMEPLAY.SKIPTEXT,SkipText,SkipText
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L980,ENHANCEMENTS.GAMEPLAY.ANUBISFIX,AnubisFix,AnubisFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L986,ENHANCEMENTS.GAMEPLAY.DEKUNUTUPGRADEFIX,DekuNutUpgradeFix,DekuNutUpgradeFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L990,ENHANCEMENTS.GAMEPLAY.CROUCHSTABHAMMERFIX,CrouchStabHammerFix,CrouchStabHammerFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L992,ENHANCEMENTS.GAMEPLAY.CROUCHSTABHAMMERFIX,CrouchStabHammerFix,CrouchStabHammerFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L993,ENHANCEMENTS.GAMEPLAY.CROUCHSTABFIX,CrouchStabFix,CrouchStabFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L999,ENHANCEMENTS.GAMEPLAY.CROUCHSTABFIX,CrouchStabFix,CrouchStabFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1001,ENHANCEMENTS.GAMEPLAY.CROUCHSTABHAMMERFIX,CrouchStabHammerFix,CrouchStabHammerFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1004,ENHANCEMENTS.GAMEPLAY.FIXBROKENGIANTSKNIFE,FixBrokenGiantsKnife,FixBrokenGiantsKnife
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1023,ENHANCEMENTS.GAMEPLAY.FIXCAMERADRIFT,FixCameraDrift,FixCameraDrift
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1027,ENHANCEMENTS.GAMEPLAY.FIXCAMERASWING,FixCameraSwing,FixCameraSwing
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1032,ENHANCEMENTS.GAMEPLAY.FIXHANGINGLEDGESWINGRATE,FixHangingLedgeSwingRate,FixHangingLedgeSwingRate
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1039,ENHANCEMENTS.GAMEPLAY.FIXMENULR,FixMenuLR,FixMenuLR
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1043,ENHANCEMENTS.GAMEPLAY.FIXDUNGEONMINIMAPICON,FixDungeonMinimapIcon,FixDungeonMinimapIcon
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1049,ENHANCEMENTS.GAMEPLAY.TWOHANDEDIDLE,TwoHandedIdle,TwoHandedIdle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1055,ENHANCEMENTS.GAMEPLAY.NAVITEXTFIX,NaviTextFix,NaviTextFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1059,ENHANCEMENTS.GAMEPLAY.GERUDOWARRIORCLOTHINGFIX,GerudoWarriorClothingFix,GerudoWarriorClothingFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1065,ENHANCEMENTS.GAMEPLAY.FIXTEXTURESOOB,FixTexturesOOB,FixTexturesOOB
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1070,ENHANCEMENTS.GAMEPLAY.FIXEYESOPENWHILESLEEPING,FixEyesOpenWhileSleeping,FixEyesOpenWhileSleeping
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1075,ENHANCEMENTS.GAMEPLAY.FIXHAMMERHAND,FixHammerHand,FixHammerHand
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1081,ENHANCEMENTS.GAMEPLAY.SCENESPECIFICDIRTPATHFIX,SceneSpecificDirtPathFix,SceneSpecificDirtPathFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1099,ENHANCEMENTS.GAMEPLAY.SILVERRUPEEJINGLEEXTEND,SilverRupeeJingleExtend,SilverRupeeJingleExtend
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1107,ENHANCEMENTS.GAMEPLAY.FIXDARUNIADANCESPEED,FixDaruniaDanceSpeed,FixDaruniaDanceSpeed
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1112,ENHANCEMENTS.GAMEPLAY.CREDITSFIX,CreditsFix,CreditsFix
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1120,ENHANCEMENTS.GAMEPLAY.REDGANONBLOOD,RedGanonBlood,RedGanonBlood
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1125,ENHANCEMENTS.GAMEPLAY.GSCUTSCENE,GSCutscene,GSCutscene
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1129,ENHANCEMENTS.GAMEPLAY.PULSATEBOSSICON,PulsateBossIcon,PulsateBossIcon
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1136,ENHANCEMENTS.GAMEPLAY.HOVERFISHING,HoverFishing,HoverFishing
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1140,ENHANCEMENTS.GAMEPLAY.N64WEIRDFRAMES,N64WeirdFrames,N64WeirdFrames
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1144,ENHANCEMENTS.GAMEPLAY.BOMBCHUSOOB,BombchusOOB,BombchusOOB
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1148,ENHANCEMENTS.GAMEPLAY.QUICKPUTAWAY,QuickPutaway,QuickPutaway
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1153,ENHANCEMENTS.GAMEPLAY.QUICKBONGOKILL,QuickBongoKill,QuickBongoKill
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1157,ENHANCEMENTS.GAMEPLAY.EARLYEYEBALLFROG,EarlyEyeballFrog,EarlyEyeballFrog
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1164,ENHANCEMENTS.GAMEPLAY.NGCKALEIDOSWITCHER,NGCKaleidoSwitcher,NGCKaleidoSwitcher
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1168,ENHANCEMENTS.GAMEPLAY.WIDESHUTTERDOORRANGE,WideShutterDoorRange,WideShutterDoorRange
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1172,ENHANCEMENTS.GAMEPLAY.GRAVEHOLES,GraveHoles,GraveHoles
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1177,ENHANCEMENTS.GAMEPLAY.DIFFICULTY,Difficulty,Difficulty
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1178,ENHANCEMENTS.GAMEPLAY.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1181,ENHANCEMENTS.GAMEPLAY.HEALTH,Health,Health
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1183,ENHANCEMENTS.GAMEPLAY.PERMANENTHEARTLOSS,PermanentHeartLoss,PermanentHeartLoss
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1189,ENHANCEMENTS.GAMEPLAY.DAMAGEMULT,DamageMult,DamageMult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1201,ENHANCEMENTS.GAMEPLAY.FALLDAMAGEMULT,FallDamageMult,FallDamageMult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1212,ENHANCEMENTS.GAMEPLAY.VOIDDAMAGEMULT,VoidDamageMult,VoidDamageMult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1224,ENHANCEMENTS.GAMEPLAY.BONKDAMAGEMULT,BonkDamageMult,BonkDamageMult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1230,ENHANCEMENTS.GAMEPLAY.FULLHEALTHSPAWN,FullHealthSpawn,FullHealthSpawn
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1233,ENHANCEMENTS.GAMEPLAY.NOHEARTDROPS,NoHeartDrops,NoHeartDrops
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1239,ENHANCEMENTS.GAMEPLAY.DROPS,Drops,Drops
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1241,ENHANCEMENTS.GAMEPLAY.NORANDOMDROPS,NoRandomDrops,NoRandomDrops
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1244,ENHANCEMENTS.GAMEPLAY.ENABLEBOMBCHUDROPS,EnableBombchuDrops,EnableBombchuDrops
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1254,ENHANCEMENTS.GAMEPLAY.TREESDROPSTICKS,TreesDropSticks,TreesDropSticks
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1258,ENHANCEMENTS.GAMEPLAY.DAMPEDROPRATE,DampeDropRate,DampeDropRate
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1264,ENHANCEMENTS.GAMEPLAY.MISCELLANEOUS,Miscellaneous,Miscellaneous
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1266,ENHANCEMENTS.GAMEPLAY.DELETEFILEONDEATH,DeleteFileOnDeath,DeleteFileOnDeath
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1271,ENHANCEMENTS.GAMEPLAY.SWITCHTIMERMULTIPLIER,SwitchTimerMultiplier,SwitchTimerMultiplier
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1276,ENHANCEMENTS.GAMEPLAY.GORONPOT,GoronPot,GoronPot
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1279,ENHANCEMENTS.GAMEPLAY.DAMPEWIN,DampeWin,DampeWin
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1284,ENHANCEMENTS.GAMEPLAY.ALLDOGSRICHARD,AllDogsRichard,AllDogsRichard
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1287,ENHANCEMENTS.GAMEPLAY.CUCCOSTAYDURATIONMULT,CuccoStayDurationMult,CuccoStayDurationMult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1291,ENHANCEMENTS.GAMEPLAY.CUCCOSTORETURN,CuccosToReturn,CuccosToReturn
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1296,ENHANCEMENTS.GAMEPLAY.ENEMIES,Enemies,Enemies
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1298,ENHANCEMENTS.GAMEPLAY.HYPERBOSSES,HyperBosses,HyperBosses
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1302,ENHANCEMENTS.GAMEPLAY.HYPERENEMIES,HyperEnemies,HyperEnemies
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1305,ENHANCEMENTS.GAMEPLAY.GUARDVISION,GuardVision,GuardVision
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1307,ENHANCEMENTS.GAMEPLAY.LEEVERSPAWNRATE,LeeverSpawnRate,LeeverSpawnRate
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1316,ENHANCEMENTS.GAMEPLAY.MINIGAMES,Minigames,Minigames
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1317,ENHANCEMENTS.GAMEPLAY.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1322,ENHANCEMENTS.GAMEPLAY.CUSTOMIZESHOOTINGGALLERY,CustomizeShootingGallery,CustomizeShootingGallery
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1326,ENHANCEMENTS.GAMEPLAY.CUSTOMIZESHOOTINGGALLERY,CustomizeShootingGallery,CustomizeShootingGallery
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1329,ENHANCEMENTS.GAMEPLAY.INSTANTSHOOTINGGALLERYWIN,InstantShootingGalleryWin,InstantShootingGalleryWin
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1333,ENHANCEMENTS.GAMEPLAY.CONSTANTADULTGALLERY,ConstantAdultGallery,ConstantAdultGallery
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1338,ENHANCEMENTS.GAMEPLAY.SHOOTINGGALLERYAMMOCHILD,ShootingGalleryAmmoChild,ShootingGalleryAmmoChild
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1347,ENHANCEMENTS.GAMEPLAY.SHOOTINGGALLERYAMMOADULT,ShootingGalleryAmmoAdult,ShootingGalleryAmmoAdult
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1358,ENHANCEMENTS.GAMEPLAY.CUSTOMIZEBOMBCHUBOWLING,CustomizeBombchuBowling,CustomizeBombchuBowling
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1361,ENHANCEMENTS.GAMEPLAY.CUSTOMIZEBOMBCHUBOWLING,CustomizeBombchuBowling,CustomizeBombchuBowling
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1365,ENHANCEMENTS.GAMEPLAY.BOMBCHUBOWLINGNOSMALLCUCCO,BombchuBowlingNoSmallCucco,BombchuBowlingNoSmallCucco
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1369,ENHANCEMENTS.GAMEPLAY.BOMBCHUBOWLINGNOBIGCUCCO,BombchuBowlingNoBigCucco,BombchuBowlingNoBigCucco
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1373,ENHANCEMENTS.GAMEPLAY.BOMBCHUBOWLINGAMMO,BombchuBowlingAmmo,BombchuBowlingAmmo
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1383,ENHANCEMENTS.GAMEPLAY.CUSTOMIZEFROGSOCARINAGAME,CustomizeFrogsOcarinaGame,CustomizeFrogsOcarinaGame
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1386,ENHANCEMENTS.GAMEPLAY.CUSTOMIZEFROGSOCARINAGAME,CustomizeFrogsOcarinaGame,CustomizeFrogsOcarinaGame
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1390,ENHANCEMENTS.GAMEPLAY.INSTANTFROGSGAMEWIN,InstantFrogsGameWin,InstantFrogsGameWin
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1394,ENHANCEMENTS.GAMEPLAY.FROGSUNLIMITEDFAILTIME,FrogsUnlimitedFailTime,FrogsUnlimitedFailTime
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1398,ENHANCEMENTS.GAMEPLAY.FROGSMODIFYFAILTIME,FrogsModifyFailTime,FrogsModifyFailTime
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1400,ENHANCEMENTS.GAMEPLAY.CUSTOMIZEFROGSOCARINAGAME,CustomizeFrogsOcarinaGame,CustomizeFrogsOcarinaGame
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1401,ENHANCEMENTS.GAMEPLAY.FROGSUNLIMITEDFAILTIME,FrogsUnlimitedFailTime,FrogsUnlimitedFailTime
